language,product_category,review_title,review_body,stars,count,Sentiment,Language,Response
en,home,Two Stars,These shed too much.,2,1,support,en,"{'input': 'These shed too much.', 'destination': 'support', 'language': 'en', 'text': ""1. Determine the specific issue: Identify the exact problem the customer is facing with the shedding. Is it excessive shedding, or is it within a normal range?\n2. Offer solutions: Depending on the severity of the shedding, propose different solutions to the customer. This could include using a different type of product, changing the grooming routine, or seeking advice from a professional.\n3. Provide guidance: Walk the customer through the steps they can take to minimize shedding. This could involve tips on grooming, diet, or lifestyle changes.\n4. Follow up: Check in with the customer after they have implemented the suggestions to see if the shedding has improved. Offer additional assistance if needed.\n5. Apologize: Acknowledge the customer's frustration and apologize for any inconvenience caused by the shedding issue. Let them know that their feedback is valuable and will be used to improve the product in the future.""}"
en,shoes,Returning,Returning these. They felt really cheap and I usually wear cheap sunglasses so that really says something lol. Felt super thin and flimsy the look was okay.,2,1,support,en,"{'input': 'Returning these. They felt really cheap and I usually wear cheap sunglasses so that really says something lol. Felt super thin and flimsy the look was okay.', 'destination': 'support', 'language': 'en', 'text': ""I apologize for the disappointment with the sunglasses. I appreciate your feedback and understand your concerns. If there is anything I can assist you with, please don't hesitate to let me know. Thank you for bringing this to my attention.""}"
en,industrial_supplies,Works well after some headaches.,"Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.",3,1,support,en,"{'input': 'Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.', 'destination': 'support', 'language': 'en', 'text': '1. Try using a different cable to charge the battery, as the supplied cable may be faulty.\n2. Connect the device to your PC using your own cable to enable Bluetooth pairing.\n3. Contact customer support via email to request the correct download information for the PC software.\n4. Once you have the software installed, test the unit by connecting it to your PC and selecting the correct port (e.g. port 4).\n5. If you are having trouble connecting the unit to an iPhone or iPad via Bluetooth, consider hard-wiring the device to your product instead.'}"
en,pc,Can we say REFUND!,"I loved the packaging when it came; opened it and loved the design but, it didn't serve its purpose at all. I was truly wishing that I had a gold mine here but nothing... Really the only thing I use it for is to hold my phone when watching movies. That's all, other than that I don't use it.",3,1,positive,en,"{'input': ""I loved the packaging when it came; opened it and loved the design but, it didn't serve its purpose at all. I was truly wishing that I had a gold mine here but nothing... Really the only thing I use it for is to hold my phone when watching movies. That's all, other than that I don't use it."", 'destination': 'positive', 'language': 'en', 'text': ""Thank you for your feedback! I'm glad you appreciated the packaging and design. I'm sorry to hear that it didn't meet your expectations in terms of functionality. It's great to hear that it at least comes in handy for holding your phone while watching movies. We appreciate your honesty and will take your review into consideration for future improvements. Thank you again for your support!""}"
en,home_improvement,Work fairly well,"I do love these chair socks. They match the color of our dining chairs. But they don’t always stay put. I’ve found if you have a chair (or two) that is used more frequently, being pulled in and out from under the table, they weaken the material and slide off the leg. I still continue to use the socks because they are keeping my hardwood floors from scratching but I wish they would have a bit more elastic in them to stay put on the legs.",4,1,positive,en,"{'input': 'I do love these chair socks. They match the color of our dining chairs. But they don’t always stay put. I’ve found if you have a chair (or two) that is used more frequently, being pulled in and out from under the table, they weaken the material and slide off the leg. I still continue to use the socks because they are keeping my hardwood floors from scratching but I wish they would have a bit more elastic in them to stay put on the legs.', 'destination': 'positive', 'language': 'en', 'text': ""Thank you for your feedback on our chair socks! We're so glad to hear that you love the color coordination with your dining chairs and that they are protecting your hardwood floors. We appreciate your suggestion for more elastic in the material and will definitely take that into consideration for future improvements. Thank you for choosing our product!""}"
en,other,Slow to load,Not very user friendly.,4,1,support,no,"{'input': 'Not very user friendly.', 'destination': 'support', 'language': 'no', 'text': ""1. Identify the specific aspects of the product or service that the customer found to be not user friendly.\n2. Contact the customer to gather more information about their experience and any specific issues they encountered.\n3. Review the customer's feedback and determine if any changes or improvements can be made to enhance user friendliness.\n4. If possible, provide the customer with additional instructions or training to help them navigate the product/service more effectively.\n5. Follow up with the customer to ensure that their experience has improved and address any remaining concerns or issues.\n6. Continuously monitor customer feedback and make ongoing improvements to ensure a user-friendly experience for all customers.""}"
en,industrial_supplies,Had to use a piece of Velcro on my hard hat and the shade because it kept wanting to spin around when I worked but other than th,Purchased the blue color... It's very big but provides a lot of shade. It doesn't touch my neck or get in the way when I work. Had to use a piece of Velcro on my hard hat and the shade because it kept wanting to spin around when I worked but other than that I love it.,5,1,positive,en,"{'input': ""Purchased the blue color... It's very big but provides a lot of shade. It doesn't touch my neck or get in the way when I work. Had to use a piece of Velcro on my hard hat and the shade because it kept wanting to spin around when I worked but other than that I love it."", 'destination': 'positive', 'language': 'en', 'text': ""Thank you so much for your feedback! We're glad to hear that the blue shade you purchased is providing ample shade and not getting in the way while you work. We appreciate your suggestion about using Velcro to keep it in place on your hard hat. We're happy to hear that you love it overall! Enjoy and stay shaded!""}"
en,other,Sturdy and durable,Very sturdy and light weight. Used it for my hammock,5,1,support,en,"{'input': 'Very sturdy and light weight. Used it for my hammock', 'destination': 'support', 'language': 'en', 'text': ""Thank you for your kind words! I'm glad to hear that the product was able to support your hammock while also being light weight. Thank you for your support!""}"
es,lawn_and_garden,No me gustan,No traen las cuerdas que salen en las fotos,1,1,support,es,"{'input': 'No traen las cuerdas que salen en las fotos', 'destination': 'support', 'language': 'es', 'text': '1. Verifica si las cuerdas que se muestran en las fotos corresponden al producto que compraste.\n2. Comunícate con el servicio al cliente de la tienda donde adquiriste el producto.\n3. Explica la situación detalladamente y menciona que las cuerdas recibidas no coinciden con las de las fotos.\n4. Pide una solución al problema, como el envío de las cuerdas correctas o un reembolso.\n5. Mantén la calma y sé respetuoso durante la comunicación con el servicio al cliente para facilitar la resolución del problema.'}"
es,sports,Se rompe con mucha facilidad,"este producto no vale para mtb, a mitad de ruta, cuando fuy a utilizarlo para quitar una rueda estaba comoletamente desmontado",1,1,support,es,"{'input': 'este producto no vale para mtb, a mitad de ruta, cuando fuy a utilizarlo para quitar una rueda estaba comoletamente desmontado', 'destination': 'support', 'language': 'es', 'text': '1. Primero, es importante verificar si el producto que compraste es realmente adecuado para usar en bicicletas de montaña (MTB). Algunos productos pueden no ser compatibles con todas las bicicletas.\n\n2. Si el producto se desmontó por completo mientras intentabas quitar una rueda a mitad de ruta, es posible que haya un problema con la calidad del producto o que no hayas seguido las instrucciones de instalación correctamente.\n\n3. Te recomendaría contactar al servicio de atención al cliente del fabricante del producto para informarles sobre el problema que experimentaste. Ellos podrán ofrecerte una solución o reemplazo si es necesario.\n\n4. Si el producto no cumplió con tus expectativas, es importante dejar una reseña honesta en el sitio donde lo compraste para que otros compradores estén informados sobre tu experiencia.\n\n5. En el futuro, asegúrate de investigar bien los productos antes de comprarlos y sigue las instrucciones de instalación proporcionadas por el fabricante para evitar problemas similares.'}"
es,lawn_and_garden,Poca resistencia del material,"No sirve para sentarse, excepto si eres un niño. Las patas se abren y la rompes.",2,1,support,es,"{'input': 'No sirve para sentarse, excepto si eres un niño. Las patas se abren y la rompes.', 'destination': 'support', 'language': 'es', 'text': '1. En primer lugar, asegúrate de que estás utilizando el producto de acuerdo con las instrucciones de uso proporcionadas por el fabricante. \n\n2. Si las patas de la silla se están abriendo y rompiendo, es posible que haya un problema con la estructura del producto. En este caso, ponte en contacto con el servicio de atención al cliente del fabricante para informarles sobre el problema que estás experimentando. \n\n3. Proporciona detalles específicos sobre cómo y cuándo ocurrió la rotura de las patas de la silla para que puedan evaluar la situación correctamente. \n\n4. Si la silla no es adecuada para sentarse, especialmente si eres un adulto, es importante que el fabricante sea consciente de esta cuestión para poder tomar las medidas necesarias. \n\n5. Dependiendo de la política de garantía del fabricante, es posible que te ofrezcan una solución como la reparación o reemplazo del producto defectuoso. Asegúrate de mantener una comunicación clara con el equipo de atención al cliente para resolver el problema de manera efectiva.'}"
es,sports,No me acaba de gustar,"El freno de atrás funciona fatal, en varias ocaciones he tenido que frenar con los pies porque o sino me chocaba con las personas y a parte de eso hace un ruido fatal y no aguanta los 25km de autonomia como dicen solo hace 14 y da gracias.",2,1,support,es,"{'input': 'El freno de atrás funciona fatal, en varias ocaciones he tenido que frenar con los pies porque o sino me chocaba con las personas y a parte de eso hace un ruido fatal y no aguanta los 25km de autonomia como dicen solo hace 14 y da gracias.', 'destination': 'support', 'language': 'es', 'text': 'Para resolver este problema con el freno trasero de su bicicleta, le recomendaría seguir los siguientes pasos:\n\n1. Verifique si el freno trasero está correctamente ajustado y si las pastillas de freno están desgastadas. Puede ser necesario reemplazar las pastillas de freno si están muy desgastadas.\n\n2. Si el freno sigue sin funcionar correctamente, es posible que sea necesario ajustar la tensión del cable del freno trasero. Asegúrese de que esté lo suficientemente apretado para frenar eficazmente.\n\n3. Si el ruido persiste, es posible que haya algún problema con los componentes internos del freno. En este caso, le recomendaría llevar la bicicleta a un taller especializado para una revisión más detallada.\n\n4. En cuanto a la autonomía de la batería, es posible que esté ocurriendo debido a un mal uso o mantenimiento de la misma. Asegúrese de seguir las recomendaciones del fabricante para cargar la batería correctamente y evitar la descarga completa.\n\n5. En caso de que el problema persista, le sugiero ponerse en contacto con el servicio de atención al cliente de la marca de la bicicleta para obtener asistencia adicional y posible garantía si es necesario.'}"
es,kitchen,Mas o menos...,"Está muy bien lograda, pero tiene partes sin pintar. Por otro lado, el hecho de que no pueda meterla en el microondas (lo dice la etiqueta), me hecha para atrás. Es bonita, si no fuera por ello la devolvería. Recomendada, a medias.",3,1,support,es,"{'input': 'Está muy bien lograda, pero tiene partes sin pintar. Por otro lado, el hecho de que no pueda meterla en el microondas (lo dice la etiqueta), me hecha para atrás. Es bonita, si no fuera por ello la devolvería. Recomendada, a medias.', 'destination': 'support', 'language': 'es', 'text': '1. Ofrecer disculpas por las partes sin pintar en el producto y expresar comprensión por la molestia que esto ha causado.\n2. Explicar los motivos por los cuales el producto no puede ser utilizado en el microondas, tal como indica la etiqueta.\n3. Ofrecer soluciones alternativas para el uso del producto, como por ejemplo sugerir otras formas de calentar la comida sin necesidad de utilizar el microondas.\n4. Proponer la posibilidad de un reembolso o cambio del producto, para satisfacer las necesidades del cliente y asegurar su satisfacción.\n5. Agradecer al cliente por su opinión y recomendar que se ponga en contacto con el servicio de atención al cliente para resolver cualquier otra duda o problema que pueda tener.'}"
es,sports,Buen producto pero para puertas grandes,Se ve un producto de calidad y se pliega para poder guardarlo. Lo he tenido que devolver ya que es muy grande y solo vale para puertas de gran tamaño,3,1,support,es,"{'input': 'Se ve un producto de calidad y se pliega para poder guardarlo. Lo he tenido que devolver ya que es muy grande y solo vale para puertas de gran tamaño', 'destination': 'support', 'language': 'es', 'text': 'Lamentamos sinceramente que el producto no haya cumplido con sus expectativas. Nos disculpamos por las molestias ocasionadas y comprendemos su necesidad de devolverlo. Si necesita ayuda para encontrar un producto más adecuado para puertas de tamaño estándar, estaremos encantados de asistirle en su búsqueda. Gracias por su comprensión.'}"
es,kitchen,Buena y util,"Es una buena plancha para 2 personas, llego con el cajon roto pero amazon me compenso por ello sin ningún problema. Gracias",4,1,support,es,"{'input': 'Es una buena plancha para 2 personas, llego con el cajon roto pero amazon me compenso por ello sin ningún problema. Gracias', 'destination': 'support', 'language': 'es', 'text': '1. Comuníquese con el servicio de atención al cliente de Amazon para informarles sobre el problema que tuvo con la plancha que compró.\n2. Explique que la plancha llegó con el cajón roto y que esto afectó su experiencia de compra.\n3. Mencione que agradece que Amazon le haya compensado por el problema sin ningún inconveniente.\n4. Proporcione cualquier información adicional que pueda ser necesaria para resolver el problema, como el número de pedido o la fecha de compra.\n5. Espere a que el equipo de atención al cliente revise su caso y le proporcione una solución adecuada, como un reembolso o un reemplazo de la plancha defectuosa.\n6. Agradezca a Amazon por su atención y pronta respuesta en la resolución del problema.'}"
es,sports,Buen equipo para iniciarse!!!,Buen casco y buen disipador el unico contra es que el arnes es muy basico... Pero es perfecto para iniciarse!!!,4,1,support,es,"{'input': 'Buen casco y buen disipador el unico contra es que el arnes es muy basico... Pero es perfecto para iniciarse!!!', 'destination': 'support', 'language': 'es', 'text': '¡Gracias por tu amable comentario! Nos alegra saber que te ha gustado el casco y el disipador. Tomamos en cuenta tu sugerencia sobre el arnés y trabajaremos en mejorarlo en futuras versiones. ¡Esperamos que sigas disfrutando de tu equipo y que te sirva para iniciarte en esta actividad! ¡Gracias de nuevo!'}"
es,kitchen,Buenas para envasar al vacio,Buenas bolsas para la envasadora al vacio. Cumplen su funcion. Si es la medida que quieres estan muy bien,5,1,support,es,"{'input': 'Buenas bolsas para la envasadora al vacio. Cumplen su funcion. Si es la medida que quieres estan muy bien', 'destination': 'support', 'language': 'es', 'text': '¡Gracias por tu amable comentario! Nos alegra saber que nuestras bolsas para la envasadora al vacío cumplen con tus expectativas. ¡Esperamos seguir siendo de ayuda en el futuro!'}"
es,pet_products,Precio,Ahorro con respecto al precio en tiendas,5,1,support,es,"{'input': 'Ahorro con respecto al precio en tiendas', 'destination': 'support', 'language': 'es', 'text': '1. Identificar la tienda en la que se realizó la compra para ahorrar con respecto al precio.\n2. Comprobar si el producto adquirido cumple con las características y calidad esperadas.\n3. Contactar al servicio de atención al cliente de la tienda para expresar la inconformidad con el precio.\n4. Proporcionar detalles de la transacción, como la fecha de compra y el producto adquirido.\n5. Solicitar una revisión del precio para garantizar que se esté recibiendo el mejor precio disponible.\n6. Escuchar las posibles soluciones ofrecidas por el servicio de atención al cliente y llegar a un acuerdo mutuo en caso de necesitar un reembolso o ajuste en el precio.\n7. Seguir el proceso establecido por la tienda para resolver la discrepancia de precios y asegurarse de recibir un trato justo como cliente.'}"
fr,kitchen,colis livré dans un état !!!!,"Bonjour, voici le colis livré , il manque des accessoires c'est la premiere fois que je vois cela . je vais faire le retour. cordialement.",1,1,support,fr,"{'input': ""Bonjour, voici le colis livré , il manque des accessoires c'est la premiere fois que je vois cela . je vais faire le retour. cordialement."", 'destination': 'support', 'language': 'fr', 'text': ""1. Contactez le service clientèle en leur expliquant le problème avec votre colis.\n2. Demandez des instructions sur la procédure de retour.\n3. Emballez soigneusement les articles manquants et suivez les instructions pour le retour.\n4. Assurez-vous d'inclure toutes les pièces et informations nécessaires pour le retour.\n5. Attendez la confirmation de réception et le remboursement ou remplacement des articles manquants.\n6. Assurez-vous de rester cordial et patient tout au long du processus.""}"
fr,sports,Deception,"N'écarte pas les jambes sans que les bras forcent. Impossible de tenir la position car on ne peut pas ""bloquer"" le système. Douloureux aux chevilles.",1,1,support,fr,"{'input': 'N\'écarte pas les jambes sans que les bras forcent. Impossible de tenir la position car on ne peut pas ""bloquer"" le système. Douloureux aux chevilles.', 'destination': 'support', 'language': 'fr', 'text': '1. Assurez-vous que vos pieds sont correctement positionnés et que votre poids est bien réparti sur vos jambes.\n2. Essayez de renforcer vos bras pour mieux supporter la position.\n3. Utilisez un coussin ou une serviette roulée sous vos talons pour soulager la pression sur vos chevilles.\n4. Si la douleur persiste, essayez de modifier légèrement la position ou consultez un professionnel de la santé pour obtenir des conseils supplémentaires.'}"
fr,kitchen,Une seule tasse et non deux !,Je n'ai reçu qu'une tasse de voyage alors que le descriptif disait que j'en recevais deux. Je suis donc déçue.,2,1,support,fr,"{'input': ""Je n'ai reçu qu'une tasse de voyage alors que le descriptif disait que j'en recevais deux. Je suis donc déçue."", 'destination': 'support', 'language': 'fr', 'text': ""1. Tout d'abord, je vous présente mes excuses pour cette erreur et je comprends votre déception.\n2. Veuillez vérifier votre commande pour confirmer si vous avez effectivement commandé deux tasses de voyage.\n3. Si vous avez bien commandé deux tasses, veuillez contacter notre service clientèle pour signaler le problème.\n4. Préparez votre numéro de commande et toute autre information pertinente pour que notre équipe puisse vous aider rapidement.\n5. Notre équipe fera de son mieux pour résoudre ce problème et vous envoyer la deuxième tasse manquante dès que possible.\n6. Nous vous remercions de votre patience et de votre compréhension, et nous nous excusons à nouveau pour tout inconvénient causé.""}"
fr,sports,Casque correct mais pas super bien fini au niveau design,"Qualité perfectible au niveau des raccords entre mousse et coque plastique. Les raccords entre les différentes couleurs ne sont pas nettes. Cependant pour ce prix là, il ne fait pas être trop exigeant.",2,1,support,fr,"{'input': 'Qualité perfectible au niveau des raccords entre mousse et coque plastique. Les raccords entre les différentes couleurs ne sont pas nettes. Cependant pour ce prix là, il ne fait pas être trop exigeant.', 'destination': 'support', 'language': 'fr', 'text': ""1. Contactez le service client de l'entreprise pour signaler le problème avec les raccords entre la mousse et la coque plastique de votre produit.\n2. Expliquez clairement les défauts que vous avez constatés, notamment en ce qui concerne les raccords entre les différentes couleurs qui ne sont pas nettes.\n3. Demandez si une solution peut être trouvée pour résoudre ce problème, comme un remplacement du produit ou un remboursement partiel.\n4. Gardez à l'esprit que malgré les défauts de qualité, le prix du produit peut influer sur le niveau d'exigence que l'on peut avoir.\n5. Restez courtois et patient lors de vos échanges avec le service client, en espérant trouver une solution satisfaisante à votre problème.""}"
