language,product_category,review_title,review_body,stars,count,Sentiment,Language,Response
en,industrial_supplies,Too small,"Believe the other reviews, the belt is small and won’t let you start the mower. When you do it will burn the belt in minutes.",1,1,negative,en,"{'input': 'Believe the other reviews, the belt is small and won’t let you start the mower. When you do it will burn the belt in minutes.', 'destination': 'negative', 'language': 'en', 'text': 'Izrunājiet citas atsauksmes, jostas ir mazas un neļaus jums startēt pļāvēju. Kad jums to izdodas, jostas iedegsies pāris minūtēs.\n\nEnglish translation: Please believe the other reviews, the belt is small and will not allow you to start the mower. When you do, the belt will burn in minutes. \n\nApology: We apologize for the inconvenience caused by the small belt on the mower. Please allow us to assist you in finding a suitable replacement belt or resolving this issue promptly.'}"
en,pc,Not Working after 3 months,Purchases this for my husband and after 3 months it just stopped working will no longer turn on. Being trying to contact support for this item since it has 1 year warranty but it just seems impossible to heb ahold of someone for a replacement.,1,1,negative,en,"{'input': 'Purchases this for my husband and after 3 months it just stopped working will no longer turn on. Being trying to contact support for this item since it has 1 year warranty but it just seems impossible to heb ahold of someone for a replacement.', 'destination': 'negative', 'language': 'en', 'text': 'Mis compré esto para mi esposo y después de 3 meses simplemente dejó de funcionar y ya no encenderá. He estado intentando contactar con soporte para este artículo ya que tiene garantía de 1 año, pero parece imposible comunicarse con alguien para un reemplazo.\n\nPolite Apology and Offer Assistance:\nLamentamos mucho escuchar sobre el problema que ha experimentado con su artículo. Nos disculpamos sinceramente por las molestias causadas y nos gustaría ofrecerle nuestra ayuda para resolver este problema lo antes posible. ¿Podría proporcionarnos más detalles sobre el producto y su número de pedido para que podamos brindarle asistencia con el proceso de garantía? Quedamos a la espera de su respuesta para poder ayudarlo adecuadamente. ¡Gracias!'}"
en,home,Two Stars,These shed too much.,2,1,negative,en,"{'input': 'These shed too much.', 'destination': 'negative', 'language': 'en', 'text': 'I am sorry for the inconvenience. If you would like, I can help you find a solution to reduce the shedding.'}"
en,shoes,Returning,Returning these. They felt really cheap and I usually wear cheap sunglasses so that really says something lol. Felt super thin and flimsy the look was okay.,2,1,negative,en,"{'input': 'Returning these. They felt really cheap and I usually wear cheap sunglasses so that really says something lol. Felt super thin and flimsy the look was okay.', 'destination': 'negative', 'language': 'en', 'text': ""I'm sorry for the disappointment you experienced with these sunglasses. Your feedback is valuable to us and we apologize for any inconvenience. If you would like assistance with finding a better quality option, please don't hesitate to reach out. Thank you for letting us know.""}"
en,industrial_supplies,Works well after some headaches.,"Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.",3,1,support,en,"{'input': 'Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via bluetooth. Will have to hard-wire if I decide to use this device in my product.', 'destination': 'support', 'language': 'en', 'text': 'Had some problems getting it to work. The supplied cable was no good - would not charge the battery. When I replaced cable with my own was able to charge and then connect the device via Bluetooth to a PC. Had trouble finding the PC software but when I emailed their support they responded within a day with the correct download info. PC program works well for testing the unit after you figure out which port to use (port 4 in my case). The accuracy and stability of the unit look very good for my application, however I was not able to connect to either an iPhone or iPad (tried several of each) via Bluetooth. Will have to hard-wire if I decide to use this device in my product. \n\nSteps to resolve the issue: \n1. Try using a different cable to charge the battery, as the supplied cable may be faulty. \n2. Contact customer support via email if you are having trouble finding the PC software. \n3. Make sure to use the correct port (such as port 4) when testing the unit on your PC. \n4. If you are unable to connect to an iPhone or iPad via Bluetooth, consider using a wired connection as an alternative.'}"
en,pc,Can we say REFUND!,"I loved the packaging when it came; opened it and loved the design but, it didn't serve its purpose at all. I was truly wishing that I had a gold mine here but nothing... Really the only thing I use it for is to hold my phone when watching movies. That's all, other than that I don't use it.",3,1,negative,en,"{'input': ""I loved the packaging when it came; opened it and loved the design but, it didn't serve its purpose at all. I was truly wishing that I had a gold mine here but nothing... Really the only thing I use it for is to hold my phone when watching movies. That's all, other than that I don't use it."", 'destination': 'negative', 'language': 'en', 'text': ""I loved the packaging when it arrived; I opened it and loved the design, but unfortunately, it did not serve its purpose at all. I was really hoping that I had found a treasure here, but unfortunately, it did not meet my expectations. The only thing I use it for is to hold my phone when watching movies. That's all, I don't use it for anything else.\n\nPolite Apology: We apologize for any inconvenience caused by the product not meeting your expectations. If there is anything we can assist you with or if you would like to explore other options, please do not hesitate to reach out to us. Your satisfaction is our top priority.""}"
en,home_improvement,Work fairly well,"I do love these chair socks. They match the color of our dining chairs. But they don’t always stay put. I’ve found if you have a chair (or two) that is used more frequently, being pulled in and out from under the table, they weaken the material and slide off the leg. I still continue to use the socks because they are keeping my hardwood floors from scratching but I wish they would have a bit more elastic in them to stay put on the legs.",4,1,negative,en,"{'input': 'I do love these chair socks. They match the color of our dining chairs. But they don’t always stay put. I’ve found if you have a chair (or two) that is used more frequently, being pulled in and out from under the table, they weaken the material and slide off the leg. I still continue to use the socks because they are keeping my hardwood floors from scratching but I wish they would have a bit more elastic in them to stay put on the legs.', 'destination': 'negative', 'language': 'en', 'text': 'I do love these chair socks. They match the color of our dining chairs. But they don’t always stay put. I’ve found if you have a chair (or two) that is used more frequently, being pulled in and out from under the table, they weaken the material and slide off the leg. I still continue to use the socks because they are keeping my hardwood floors from scratching but I wish they would have a bit more elastic in them to stay put on the legs.\n\nPolite Apology: Pedimos disculpas por cualquier inconveniente que pueda haber experimentado con nuestros calcetines para sillas. Lamentamos que no se ajusten perfectamente a sus sillas y estaremos encantados de ofrecerle asistencia adicional si es necesario.\n\nEnglish Translation: We apologize for any inconvenience you may have experienced with our chair socks. We regret that they do not fit perfectly on your chairs and we will be happy to offer you additional assistance if needed.'}"
en,other,Slow to load,Not very user friendly.,4,1,negative,no,"{'input': 'Not very user friendly.', 'destination': 'negative', 'language': 'no', 'text': ""I'm sorry for any inconvenience you experienced. Please let me know how I can assist you further.""}"
en,industrial_supplies,Had to use a piece of Velcro on my hard hat and the shade because it kept wanting to spin around when I worked but other than th,Purchased the blue color... It's very big but provides a lot of shade. It doesn't touch my neck or get in the way when I work. Had to use a piece of Velcro on my hard hat and the shade because it kept wanting to spin around when I worked but other than that I love it.,5,1,positive,en,"{'input': ""Purchased the blue color... It's very big but provides a lot of shade. It doesn't touch my neck or get in the way when I work. Had to use a piece of Velcro on my hard hat and the shade because it kept wanting to spin around when I worked but other than that I love it."", 'destination': 'positive', 'language': 'en', 'text': '¡Gracias por tu reseña! Nos alegra saber que estás satisfecho con la sombra azul que compraste. ¡Disfruta del frescor y la protección! \n\nThank you for your review! We are glad to hear that you are satisfied with the blue shade you purchased. Enjoy the coolness and protection!'}"
en,other,Sturdy and durable,Very sturdy and light weight. Used it for my hammock,5,1,positive,en,"{'input': 'Very sturdy and light weight. Used it for my hammock', 'destination': 'positive', 'language': 'en', 'text': 'Muy resistente y ligero. Lo usé para mi hamaca\n\nEnglish Translation: Very sturdy and lightweight. I used it for my hammock.'}"
es,lawn_and_garden,No me gustan,No traen las cuerdas que salen en las fotos,1,1,negative,es,"{'input': 'No traen las cuerdas que salen en las fotos', 'destination': 'negative', 'language': 'es', 'text': 'They do not bring the strings that appear in the photos\n\nPolite Apology: Lamentamos mucho la confusión con las cuerdas que salen en las fotos. Por favor, acepte nuestras disculpas por cualquier inconveniente causado.\n\nOffer of Assistance: Si necesita alguna ayuda adicional o información sobre las cuerdas disponibles, no dude en contactarnos. Estamos aquí para ayudarle en todo lo que necesite.'}"
es,sports,Se rompe con mucha facilidad,"este producto no vale para mtb, a mitad de ruta, cuando fuy a utilizarlo para quitar una rueda estaba comoletamente desmontado",1,1,negative,es,"{'input': 'este producto no vale para mtb, a mitad de ruta, cuando fuy a utilizarlo para quitar una rueda estaba comoletamente desmontado', 'destination': 'negative', 'language': 'es', 'text': 'This product is not suitable for MTB, halfway through the route, when I went to use it to remove a wheel it was completely disassembled.\n\nPolite Apology: Lamentamos mucho los inconvenientes causados por el producto que adquirió. Nos disculpamos sinceramente por la mala experiencia que ha tenido. \n\nOffer of Assistance: Nos gustaría ofrecerle asistencia adicional para resolver este problema. Por favor, si lo desea, contáctenos para que podamos ayudarle a encontrar una solución adecuada para usted.'}"
es,lawn_and_garden,Poca resistencia del material,"No sirve para sentarse, excepto si eres un niño. Las patas se abren y la rompes.",2,1,negative,es,"{'input': 'No sirve para sentarse, excepto si eres un niño. Las patas se abren y la rompes.', 'destination': 'negative', 'language': 'es', 'text': ""It doesn't work for sitting, except if you are a child. The legs open up and it breaks.\n\nApology and Offer of Assistance:\n\nLamentamos mucho escuchar sobre su mala experiencia con nuestro producto. Por favor, acepte nuestras disculpas por cualquier inconveniente que esto haya causado. Nos gustaría ofrecerle asistencia inmediata para resolver este problema. Por favor, contáctenos para que podamos encontrar una solución satisfactoria juntos.\n\nWe are very sorry to hear about your negative experience with our product. Please accept our apologies for any inconvenience this may have caused. We would like to offer you immediate assistance in resolving this issue. Please contact us so we can work together to find a satisfactory solution.""}"
es,sports,No me acaba de gustar,"El freno de atrás funciona fatal, en varias ocaciones he tenido que frenar con los pies porque o sino me chocaba con las personas y a parte de eso hace un ruido fatal y no aguanta los 25km de autonomia como dicen solo hace 14 y da gracias.",2,1,negative,es,"{'input': 'El freno de atrás funciona fatal, en varias ocaciones he tenido que frenar con los pies porque o sino me chocaba con las personas y a parte de eso hace un ruido fatal y no aguanta los 25km de autonomia como dicen solo hace 14 y da gracias.', 'destination': 'negative', 'language': 'es', 'text': ""The back brake works terribly, on several occasions I have had to brake with my feet because otherwise I would crash into people and on top of that it makes a terrible noise and does not last the 25km of autonomy as they say, it only does 14 and that's it. \n\nPolite Apology and Offer Assistance:\nLamentamos mucho escuchar sobre su mala experiencia con nuestro producto. Queremos ofrecerle nuestra disculpa más sincera por los inconvenientes que esto le haya causado. Por favor, contáctenos para que podamos proporcionarle asistencia técnica y resolver este problema de inmediato. Su satisfacción es nuestra prioridad. ¡Gracias!\n\nEnglish Translation:\nWe are very sorry to hear about your negative experience with our product. We would like to offer you our most sincere apologies for any inconvenience this may have caused you. Please contact us so that we can provide you with technical assistance and solve this problem immediately. Your satisfaction is our priority. Thank you!""}"
es,kitchen,Mas o menos...,"Está muy bien lograda, pero tiene partes sin pintar. Por otro lado, el hecho de que no pueda meterla en el microondas (lo dice la etiqueta), me hecha para atrás. Es bonita, si no fuera por ello la devolvería. Recomendada, a medias.",3,1,negative,es,"{'input': 'Está muy bien lograda, pero tiene partes sin pintar. Por otro lado, el hecho de que no pueda meterla en el microondas (lo dice la etiqueta), me hecha para atrás. Es bonita, si no fuera por ello la devolvería. Recomendada, a medias.', 'destination': 'negative', 'language': 'es', 'text': ""It is very well made, but it has unpainted parts. On the other hand, the fact that I cannot put it in the microwave (as the label says) is a drawback for me. It is beautiful, if it wasn't for that I would return it. I recommend it, but only halfway.\n\nPolite Apology and Offer Assistance: Lamentamos mucho los inconvenientes que esta situación haya podido causar. Nos disculpamos por las partes sin pintar y por la restricción de no poder usarla en el microondas. Por favor, si necesita alguna ayuda adicional, no dude en contactarnos para encontrar una solución satisfactoria para usted.\n\nEnglish Translation: We deeply apologize for any inconvenience this situation may have caused. We are sorry for the unpainted parts and for the restriction of not being able to use it in the microwave. Please, if you need any further assistance, do not hesitate to contact us to find a satisfactory solution for you.""}"
es,sports,Buen producto pero para puertas grandes,Se ve un producto de calidad y se pliega para poder guardarlo. Lo he tenido que devolver ya que es muy grande y solo vale para puertas de gran tamaño,3,1,negative,es,"{'input': 'Se ve un producto de calidad y se pliega para poder guardarlo. Lo he tenido que devolver ya que es muy grande y solo vale para puertas de gran tamaño', 'destination': 'negative', 'language': 'es', 'text': 'It looks like a quality product and folds up for easy storage. I had to return it as it is very large and only suitable for large doors.\n\nPolite Apology and Offer Assistance:\nLamentamos mucho las molestias causadas por el tamaño inadecuado del producto. Nos disculpamos sinceramente por las inconveniencias que esto pudo haber causado. Si necesita ayuda para encontrar otro producto más adecuado para sus necesidades, no dude en contactarnos. Estamos aquí para ayudarle en lo que necesite.\n\n\nEnglish Translation:\nWe are very sorry for the inconvenience caused by the inappropriate size of the product. We sincerely apologize for any inconvenience this may have caused. If you need assistance in finding another product more suitable for your needs, please do not hesitate to contact us. We are here to help you with whatever you need.'}"
es,kitchen,Buena y util,"Es una buena plancha para 2 personas, llego con el cajon roto pero amazon me compenso por ello sin ningún problema. Gracias",4,1,positive,es,"{'input': 'Es una buena plancha para 2 personas, llego con el cajon roto pero amazon me compenso por ello sin ningún problema. Gracias', 'destination': 'positive', 'language': 'es', 'text': 'It is a good iron for 2 people, it arrived with the drawer broken but Amazon compensated me for it without any problem. Thank you\n\nResponse:\n¡Nos alegra saber que estás contento con tu compra a pesar del inconveniente con el cajón! Agradecemos tu comprensión y confianza en nosotros. ¡Gracias por tu preferencia! \n\nTranslation: We are glad to hear that you are happy with your purchase despite the inconvenience with the drawer! We appreciate your understanding and trust in us. Thank you for your preference!'}"
es,sports,Buen equipo para iniciarse!!!,Buen casco y buen disipador el unico contra es que el arnes es muy basico... Pero es perfecto para iniciarse!!!,4,1,positive,es,"{'input': 'Buen casco y buen disipador el unico contra es que el arnes es muy basico... Pero es perfecto para iniciarse!!!', 'destination': 'positive', 'language': 'es', 'text': 'Good helmet and good radiator, the only downside is that the harness is very basic... But it is perfect for starting out!!!\n\nFriendly Response: ¡Gracias por tu comentario! Nos alegra saber que estás satisfecho con el casco y el disipador. Tomaremos en cuenta tu sugerencia sobre el arnés. ¡Esperamos verte de nuevo pronto! \n\nEnglish Translation: Thank you for your comment! We are happy to hear that you are satisfied with the helmet and radiator. We will take into account your suggestion about the harness. We hope to see you again soon!'}"
es,kitchen,Buenas para envasar al vacio,Buenas bolsas para la envasadora al vacio. Cumplen su funcion. Si es la medida que quieres estan muy bien,5,1,positive,es,"{'input': 'Buenas bolsas para la envasadora al vacio. Cumplen su funcion. Si es la medida que quieres estan muy bien', 'destination': 'positive', 'language': 'es', 'text': ""Good bags for the vacuum sealer. They do their job well. If it's the size you want, they're very good.\n\nFriendly Response: ¡Gracias por tu comentario positivo! Nos alegra saber que nuestras bolsas cumplen con tus necesidades. ¡Gracias por elegirnos! \n\nEnglish Translation: Thank you for your positive review! We're glad to hear that our bags meet your needs. Thank you for choosing us!""}"
es,pet_products,Precio,Ahorro con respecto al precio en tiendas,5,1,positive,es,"{'input': 'Ahorro con respecto al precio en tiendas', 'destination': 'positive', 'language': 'es', 'text': ""Savings compared to the price in stores\n\nFriendly Response (in the same language): ¡Gracias por tu amable comentario! Nos alegra saber que pudiste ahorrar al elegir nuestros productos. ¡Esperamos verte de nuevo pronto! \n\nEnglish Translation: Thank you for your kind comment! We're glad to hear that you were able to save by choosing our products. We hope to see you again soon!""}"
fr,kitchen,colis livré dans un état !!!!,"Bonjour, voici le colis livré , il manque des accessoires c'est la premiere fois que je vois cela . je vais faire le retour. cordialement.",1,1,negative,fr,"{'input': ""Bonjour, voici le colis livré , il manque des accessoires c'est la premiere fois que je vois cela . je vais faire le retour. cordialement."", 'destination': 'negative', 'language': 'fr', 'text': 'Hello, here is the delivered package, some accessories are missing, this is the first time I see this. I will return it. Sincerely.\n\nPolite Apology and Offer Assistance:\nBonjour, je suis désolé pour le désagrément que cela a causé. Nous vous prions de nous excuser pour ce problème avec votre commande. Si vous le souhaitez, nous pouvons vous aider à mettre en place le retour et à vous renvoyer les accessoires manquants. Merci de nous en informer de la meilleure façon de vous assister. Cordialement.\n\nEnglish Translation:\nHello, I apologize for the inconvenience this has caused. We apologize for this issue with your order. If you would like, we can help you set up the return and send you the missing accessories. Please let us know how we can best assist you. Sincerely.'}"
fr,sports,Deception,"N'écarte pas les jambes sans que les bras forcent. Impossible de tenir la position car on ne peut pas ""bloquer"" le système. Douloureux aux chevilles.",1,1,negative,fr,"{'input': 'N\'écarte pas les jambes sans que les bras forcent. Impossible de tenir la position car on ne peut pas ""bloquer"" le système. Douloureux aux chevilles.', 'destination': 'negative', 'language': 'fr', 'text': 'Do not spread your legs without forcing your arms. It is impossible to hold the position because you cannot ""block"" the system. Painful on the ankles.\n\nPolite Apology and Offer of Assistance in the Same Language: Je m\'excuse pour votre inconfort lors de l\'exercice. Veuillez me laisser vous aider à ajuster la position pour éviter la douleur. N\'hésitez pas à me demander de l\'aide supplémentaire si nécessaire.\n\nEnglish Translation: I apologize for your discomfort during the exercise. Please allow me to help you adjust the position to avoid pain. Feel free to ask me for additional assistance if needed.'}"
fr,kitchen,Une seule tasse et non deux !,Je n'ai reçu qu'une tasse de voyage alors que le descriptif disait que j'en recevais deux. Je suis donc déçue.,2,1,negative,fr,"{'input': ""Je n'ai reçu qu'une tasse de voyage alors que le descriptif disait que j'en recevais deux. Je suis donc déçue."", 'destination': 'negative', 'language': 'fr', 'text': ""I only received one travel mug when the description said I would receive two. I am disappointed.\n\nPolite Apology and Offer of Assistance: Je vous présente mes excuses pour cet erreur dans la commande. Nous allons vérifier cela immédiatement et nous vous enverrons le deuxième mug de voyage dès que possible. Si vous avez besoin de plus d'aide, n'hésitez pas à nous contacter. Merci pour votre compréhension.\n\nEnglish Translation: I apologize for the error in the order. We will check this immediately and send you the second travel mug as soon as possible. If you need further assistance, please do not hesitate to contact us. Thank you for your understanding.""}"
fr,sports,Casque correct mais pas super bien fini au niveau design,"Qualité perfectible au niveau des raccords entre mousse et coque plastique. Les raccords entre les différentes couleurs ne sont pas nettes. Cependant pour ce prix là, il ne fait pas être trop exigeant.",2,1,negative,fr,"{'input': 'Qualité perfectible au niveau des raccords entre mousse et coque plastique. Les raccords entre les différentes couleurs ne sont pas nettes. Cependant pour ce prix là, il ne fait pas être trop exigeant.', 'destination': 'negative', 'language': 'fr', 'text': ""Improvable quality in terms of the connection between foam and plastic shell. The connections between the different colors are not clear. However, for this price, one should not be too demanding.\n\nPolite apology and offer assistance in the original language: Nous sommes désolés d'apprendre que vous avez rencontré des problèmes avec notre produit. Nous nous efforçons constamment d'améliorer la qualité de nos produits et nous apprécions vos commentaires. Si vous avez besoin d'aide ou d'un remplacement, n'hésitez pas à nous contacter pour que nous puissions résoudre ce problème pour vous.\n\nEnglish translation: We are sorry to hear that you have encountered issues with our product. We are constantly striving to improve the quality of our products and we appreciate your feedback. If you need assistance or a replacement, please do not hesitate to contact us so that we can resolve this issue for you.""}"
fr,industrial_supplies,Plein de colle,"Prise conforme, par contre, la grosse étiquette qui poisse et qui laisse des traces sur la façade de la prise, c'était pas nécessaire.",3,1,negative,fr,"{'input': ""Prise conforme, par contre, la grosse étiquette qui poisse et qui laisse des traces sur la façade de la prise, c'était pas nécessaire."", 'destination': 'negative', 'language': 'fr', 'text': ""Proper socket, however, the large label that sticks and leaves traces on the socket facade was not necessary. \n\nPolite Apology: Nous sommes désolés pour la gêne occasionnée par l'étiquette collante sur la prise. Nous ferons de notre mieux pour éviter cela à l'avenir. \n\nOffer of Assistance: Si vous avez besoin d'aide pour enlever les traces de l'étiquette, n'hésitez pas à nous contacter.""}"
